user_name,Timestamp,Delay,Number entered
Amit,03-08-2025 15:29,0,0
Amit,03-08-2025 15:29,1.255423069,1
Amit,03-08-2025 15:29,1.062493801,2
Amit,03-08-2025 15:29,1.009241819,3
Amit,03-08-2025 15:29,0.876907825,4
Amit,03-08-2025 15:29,0.936492443,5
Amit,03-08-2025 15:29,1.004597425,6
Amit,03-08-2025 15:29,1.044227362,7
Amit,03-08-2025 15:29,1.477245092,8
Amit,03-08-2025 15:29,1.078077555,9
